Date,Year,Quarter,Month,Platform,Network,Program,Genre,Daypart,Advertiser,Advertiser_Industry,Campaign_ID,Ad_Duration_Sec,Region,Device_Type,Booked_Impressions,Delivered_Impressions,Fill_Rate,CPM,Gross_Revenue,Agency_Fee_Pct,Net_Revenue,Inventory_Units,Sold_Units,Under_Delivery_Flag
2024-01-04,2024,Q1,Jan,Streaming,Vista+,Morning News,News,Prime,NexaTech,Technology,CMP-2024-4599,30,National,Connected TV,556672,528456,0.9493,52.15,27558.98,0.12,24251.9,10,9,N
2024-01-05,2024,Q1,Jan,Linear TV,Metro TV,Action Showcase,Movies,Prime,SoundBox,Entertainment,CMP-2024-1538,30,National,TV,849960,892003,1.0495,29.36,26189.21,0.15,22260.83,15,15,N
2024-01-05,2024,Q1,Jan,Linear TV,Metro TV,Studio Comedy,Comedy,Late Night,Bright Pictures,Entertainment,CMP-2024-2715,15,National,TV,349155,322556,0.9238,12.76,4115.81,0.15,3498.44,6,6,N
2024-01-05,2024,Q1,Jan,Linear TV,Metro TV,Late Laughs,Comedy,Prime,First Capital,Finance,CMP-2024-9520,15,National,TV,1236497,1292764,1.0455,26.33,34038.48,0.15,28932.71,14,14,N
2024-01-05,2024,Q1,Jan,Linear TV,National One,Morning News,News,Prime,Bright Pictures,Entertainment,CMP-2024-6128,30,West,TV,427044,403342,0.9445,32.11,12951.31,0.1,11656.18,7,7,N
2024-01-05,2024,Q1,Jan,Linear TV,National One,Sports Central,Sports,Early Fringe,Everyday Retail,Retail,CMP-2024-6725,15,West,TV,1183356,1197772,1.0122,19.67,23560.18,0.12,20732.96,20,20,N
2024-01-05,2024,Q1,Jan,Linear TV,National One,Talent Stage,Reality,Early Morning,Apex Motors,Auto,CMP-2024-7781,30,National,TV,307323,326106,1.0611,15.49,5051.38,0.12,4445.21,3,3,N
2024-01-05,2024,Q1,Jan,Linear TV,National One,Movie Premiere,Movies,Late Night,Pixel Systems,Technology,CMP-2024-8257,30,West,TV,321613,331036,1.0293,19.56,6475.06,0.15,5503.8,4,4,N
2024-01-05,2024,Q1,Jan,Linear TV,National One,World Tonight,News,Early Fringe,Star Studios,Entertainment,CMP-2024-9815,30,South,TV,352944,364122,1.0317,21.77,7926.94,0.12,6975.71,4,4,N
2024-01-05,2024,Q1,Jan,Streaming,PlayWave,Action Showcase,Movies,Early Fringe,Golden Foods,Food & Beverage,CMP-2024-2110,30,West,Connected TV,595162,445709,0.7489,33.14,14770.8,0.1,13293.72,9,7,Y
2024-01-05,2024,Q1,Jan,Streaming,PlayWave,Reality Live,Reality,Daytime,PlayHouse,Entertainment,CMP-2024-7877,30,National,Connected TV,476045,499977,1.0503,21.84,10919.5,0.1,9827.55,7,7,N
2024-01-05,2024,Q1,Jan,Linear TV,Prime Network,Talent Stage,Reality,Daytime,Everyday Retail,Retail,CMP-2024-6466,15,South,TV,944726,870191,0.9211,14.53,12643.88,0.15,10747.3,20,18,N
2024-01-05,2024,Q1,Jan,Streaming,StreamNow,Movie Premiere,Movies,Prime,Star Studios,Entertainment,CMP-2024-1100,30,National,Connected TV,527958,505584,0.9576,46.15,23332.7,0.12,20532.78,8,8,N
2024-01-05,2024,Q1,Jan,Streaming,StreamNow,Family Movie,Movies,Early Fringe,BrightCard,Finance,CMP-2024-1471,30,Northeast,Connected TV,823773,811772,0.9854,37.07,30092.39,0.12,26481.3,11,11,N
2024-01-05,2024,Q1,Jan,Streaming,StreamNow,Weekend Life,Reality,Late Night,HealthCore Pharma,Pharma,CMP-2024-1951,60,National,Connected TV,527493,383957,0.7279,40.16,15419.71,0.12,13569.34,6,4,Y
2024-01-05,2024,Q1,Jan,Streaming,StreamNow,Championship Studio,Sports,Daytime,Pure Drinks,Food & Beverage,CMP-2024-3111,30,Northeast,Connected TV,650828,685040,1.0526,36.44,24962.86,0.15,21218.43,8,8,N
2024-01-05,2024,Q1,Jan,Streaming,StreamNow,World Tonight,News,Late Night,WellLife,Pharma,CMP-2024-5618,30,National,Mobile,506437,472560,0.9331,36.48,17238.99,0.15,14653.14,9,8,N
2024-01-05,2024,Q1,Jan,Streaming,StreamNow,Classic Cinema,Movies,Late Night,Golden Foods,Food & Beverage,CMP-2024-5860,30,South,Web,522648,537786,1.029,23.47,12621.84,0.12,11107.22,7,7,N
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,House Challenge,Reality,Daytime,Everyday Retail,Retail,CMP-2024-1001,15,National,Connected TV,269951,291327,1.0792,17.98,5238.06,0.12,4609.49,5,5,N
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,Live Football,Sports,Early Morning,NorthStar Auto,Auto,CMP-2024-3460,30,National,Connected TV,664144,706935,1.0644,39.86,28178.43,0.15,23951.67,10,10,N
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,Talent Stage,Reality,Late Night,UrbanMart,Retail,CMP-2024-5214,15,National,Connected TV,423350,408967,0.966,23.76,9717.06,0.1,8745.35,7,7,N
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,Movie Premiere,Movies,Early Fringe,UrbanMart,Retail,CMP-2024-5251,30,South,Mobile,557539,586726,1.0523,25.08,14715.09,0.15,12507.83,9,9,N
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,Morning News,News,Daytime,HomeHub,Retail,CMP-2024-8127,15,South,Web,621792,667073,1.0728,23.56,15716.24,0.15,13358.8,8,8,N
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,Family Movie,Movies,Prime,WaveTel,Telecom,CMP-2024-8858,30,National,Tablet,296400,222939,0.7522,44.94,10018.88,0.15,8516.05,3,2,Y
2024-01-05,2024,Q1,Jan,Streaming,ViewPoint,Legacy,Drama,Early Morning,NextLine,Telecom,CMP-2024-9155,30,National,Connected TV,153622,144865,0.943,28.82,4175.01,0.15,3548.76,2,2,N
2024-01-05,2024,Q1,Jan,Streaming,Vista+,Studio Comedy,Comedy,Prime,Pure Drinks,Food & Beverage,CMP-2024-1662,30,National,Connected TV,850032,854997,1.0058,31.86,27240.2,0.1,24516.18,12,12,N
2024-01-05,2024,Q1,Jan,Streaming,Vista+,Night Shift,Drama,Late Night,WaveTel,Telecom,CMP-2024-3892,30,Midwest,Connected TV,375622,376680,1.0028,29.16,10983.99,0.12,9665.91,7,7,N
2024-01-05,2024,Q1,Jan,Streaming,Vista+,Studio Comedy,Comedy,Prime,HomeHub,Retail,CMP-2024-4013,15,South,Connected TV,1008387,1029715,1.0212,34.33,35350.12,0.12,31108.11,11,11,N
2024-01-05,2024,Q1,Jan,Streaming,Vista+,Basketball Night,Sports,Prime,PlayHouse,Entertainment,CMP-2024-7195,15,Midwest,Web,1023037,1069719,1.0456,46.75,50009.36,0.1,45008.42,14,14,N
2024-01-06,2024,Q1,Jan,Linear TV,Metro TV,Classic Cinema,Movies,Early Fringe,NextLine,Telecom,CMP-2024-2523,30,National,TV,1293522,1017314,0.7865,24.94,25371.81,0.12,22327.19,19,15,Y
2024-01-06,2024,Q1,Jan,Linear TV,Metro TV,Classic Cinema,Movies,Early Morning,Bright Pictures,Entertainment,CMP-2024-2602,30,West,TV,1317857,1256577,0.9535,18.61,23384.9,0.1,21046.41,18,17,N
2024-01-06,2024,Q1,Jan,Linear TV,Metro TV,Movie Premiere,Movies,Daytime,First Capital,Finance,CMP-2024-2815,30,South,TV,454698,469025,1.0315,19.18,8995.9,0.15,7646.51,6,6,N
2024-01-06,2024,Q1,Jan,Linear TV,Metro TV,Championship Studio,Sports,Early Fringe,Metro Wireless,Telecom,CMP-2024-8061,15,National,TV,1671486,1724209,1.0315,25.47,43915.6,0.15,37328.26,23,23,N
2024-01-06,2024,Q1,Jan,Linear TV,Metro TV,Family Nights,Comedy,Early Morning,ShopSquare,Retail,CMP-2024-8119,30,National,TV,872841,876125,1.0038,13.72,12020.44,0.1,10818.4,12,12,N
2024-01-06,2024,Q1,Jan,Linear TV,Metro TV,Prime Drama,Drama,Prime,UrbanMart,Retail,CMP-2024-9087,15,National,TV,1038487,993487,0.9567,30.28,30082.79,0.12,26472.86,11,11,N
2024-01-06,2024,Q1,Jan,Linear TV,National One,Comedy Hour,Comedy,Prime,HealthCore Pharma,Pharma,CMP-2024-3898,30,South,TV,1659612,1572262,0.9474,25.86,40658.7,0.1,36592.83,24,23,N
2024-01-06,2024,Q1,Jan,Linear TV,National One,Basketball Night,Sports,Prime,ConnectMobile,Telecom,CMP-2024-7882,30,South,TV,383161,393225,1.0263,35.08,13794.33,0.15,11725.18,4,4,N
2024-01-06,2024,Q1,Jan,Linear TV,National One,Comedy Hour,Comedy,Early Fringe,SecureBank,Finance,CMP-2024-8842,30,National,TV,343010,357194,1.0414,23.03,8226.18,0.12,7239.04,4,4,N
2024-01-06,2024,Q1,Jan,Linear TV,National One,Reality Live,Reality,Early Fringe,NorthStar Auto,Auto,CMP-2024-8905,15,National,TV,1084135,1047239,0.966,23.63,24746.26,0.1,22271.63,20,19,N
2024-01-06,2024,Q1,Jan,Streaming,PlayWave,Talent Stage,Reality,Early Fringe,ShopSquare,Retail,CMP-2024-2667,60,South,Web,207075,159005,0.7679,33.05,5255.12,0.1,4729.61,2,2,Y
2024-01-06,2024,Q1,Jan,Streaming,PlayWave,Evening Report,News,Prime,NexaTech,Technology,CMP-2024-3928,30,National,Connected TV,789205,730819,0.926,53.34,38981.89,0.15,33134.61,9,8,N
2024-01-06,2024,Q1,Jan,Streaming,PlayWave,Action Showcase,Movies,Prime,WaveTel,Telecom,CMP-2024-4636,30,South,Connected TV,384078,405018,1.0545,45.71,18513.37,0.15,15736.36,8,8,N
2024-01-06,2024,Q1,Jan,Streaming,PlayWave,Comedy Hour,Comedy,Early Morning,ConnectMobile,Telecom,CMP-2024-9133,30,National,Connected TV,418395,428010,1.023,21.29,9112.33,0.1,8201.1,4,4,N
2024-01-06,2024,Q1,Jan,Linear TV,Prime Network,Night Shift,Drama,Prime,SoundBox,Entertainment,CMP-2024-1439,30,West,TV,1246446,926071,0.743,26.35,24401.97,0.1,21961.77,21,16,Y
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,Market Desk,News,Late Night,Apex Motors,Auto,CMP-2024-2032,30,South,Connected TV,828821,716699,0.8647,36.85,26410.36,0.12,23241.12,9,8,Y
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,Basketball Night,Sports,Early Fringe,Summit Motors,Auto,CMP-2024-2983,30,South,Mobile,1156614,1191470,1.0301,48.93,58298.63,0.1,52468.77,22,22,N
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,Basketball Night,Sports,Daytime,UrbanMart,Retail,CMP-2024-3353,15,National,Web,460721,398282,0.8645,26.74,10650.06,0.1,9585.05,6,5,Y
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,Family Nights,Comedy,Prime,SoundBox,Entertainment,CMP-2024-4280,15,Midwest,Web,719085,697169,0.9695,29.0,20217.9,0.12,17791.75,12,12,N
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,Weekend Life,Reality,Late Night,NovaMed,Pharma,CMP-2024-5225,30,National,Connected TV,506255,526194,1.0394,29.15,15338.56,0.15,13037.78,7,7,N
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,Market Desk,News,Daytime,NexaTech,Technology,CMP-2024-8889,60,West,Mobile,752355,808763,1.075,36.8,29762.48,0.1,26786.23,9,9,N
2024-01-06,2024,Q1,Jan,Streaming,StreamNow,City Stories,Drama,Prime,NovaMed,Pharma,CMP-2024-9971,60,South,Connected TV,695113,722384,1.0392,74.2,53600.89,0.1,48240.8,9,9,N
2024-01-06,2024,Q1,Jan,Streaming,ViewPoint,Talent Stage,Reality,Prime,Bright Pictures,Entertainment,CMP-2024-3839,30,Midwest,Mobile,150029,146338,0.9754,38.3,5604.75,0.1,5044.28,2,2,N
2024-01-06,2024,Q1,Jan,Streaming,ViewPoint,Movie Premiere,Movies,Prime,Everyday Retail,Retail,CMP-2024-3966,15,National,Connected TV,983765,1053959,1.0714,37.96,40008.28,0.12,35207.29,14,14,N
2024-01-06,2024,Q1,Jan,Streaming,ViewPoint,Studio Comedy,Comedy,Early Fringe,NextLine,Telecom,CMP-2024-6529,30,Northeast,Connected TV,123751,130598,1.0553,26.9,3513.09,0.1,3161.78,1,1,N
2024-01-06,2024,Q1,Jan,Streaming,ViewPoint,Basketball Night,Sports,Daytime,WaveTel,Telecom,CMP-2024-6784,30,National,Connected TV,1222281,1173007,0.9597,41.19,48316.16,0.1,43484.54,20,19,N
2024-01-06,2024,Q1,Jan,Linear TV,Vista Broadcast,Evening Report,News,Early Fringe,Pure Drinks,Food & Beverage,CMP-2024-4837,30,South,TV,580347,571528,0.9848,22.21,12693.64,0.1,11424.28,6,6,N
2024-01-06,2024,Q1,Jan,Linear TV,Vista Broadcast,Live Football,Sports,Prime,Metro Wireless,Telecom,CMP-2024-5988,15,National,TV,1284010,983725,0.7661,30.97,30465.96,0.12,26810.04,14,11,Y
2024-01-06,2024,Q1,Jan,Linear TV,Vista Broadcast,Studio Comedy,Comedy,Daytime,Everyday Retail,Retail,CMP-2024-6296,15,South,TV,1394471,1330400,0.9541,12.28,16337.31,0.12,14376.83,23,22,N
2024-01-06,2024,Q1,Jan,Linear TV,Vista Broadcast,Studio Comedy,Comedy,Prime,Apex Motors,Auto,CMP-2024-8051,30,Northeast,TV,789419,782002,0.9906,27.44,21458.13,0.15,18239.41,9,9,N
2024-01-06,2024,Q1,Jan,Streaming,Vista+,Classic Cinema,Movies,Prime,NextLine,Telecom,CMP-2024-4769,15,National,Mobile,409126,336739,0.8231,34.41,11587.19,0.15,9849.11,4,3,Y
2024-01-06,2024,Q1,Jan,Streaming,Vista+,Sports Central,Sports,Daytime,CarePlus,Pharma,CMP-2024-7498,30,Midwest,Connected TV,1260268,1295680,1.0281,39.92,51723.55,0.15,43965.02,22,22,N
2024-01-06,2024,Q1,Jan,Streaming,Vista+,Family Nights,Comedy,Daytime,Velocity Cars,Auto,CMP-2024-8707,30,South,Mobile,650443,651641,1.0018,22.68,14779.22,0.12,13005.71,8,8,N
2024-01-07,2024,Q1,Jan,Linear TV,Metro TV,Action Showcase,Movies,Daytime,Velocity Cars,Auto,CMP-2024-1528,30,National,TV,1019942,754049,0.7393,21.4,16136.65,0.15,13716.15,12,9,Y
2024-01-07,2024,Q1,Jan,Linear TV,Metro TV,Evening Report,News,Daytime,Union Financial,Finance,CMP-2024-8520,30,National,TV,552637,540257,0.9776,23.55,12723.05,0.15,10814.59,7,7,N
2024-01-07,2024,Q1,Jan,Linear TV,Metro TV,Family Nights,Comedy,Daytime,BrightCard,Finance,CMP-2024-9001,30,Midwest,TV,1235431,1007364,0.8154,16.31,16430.11,0.1,14787.1,20,16,Y
2024-01-07,2024,Q1,Jan,Linear TV,National One,Classic Cinema,Movies,Early Fringe,Harvest Brands,Food & Beverage,CMP-2024-2171,30,Northeast,TV,870645,936300,1.0754,20.89,19559.31,0.1,17603.38,18,18,N
2024-01-07,2024,Q1,Jan,Linear TV,National One,Reality Live,Reality,Prime,Vertex Devices,Technology,CMP-2024-2839,15,National,TV,578402,617518,1.0676,23.02,14215.26,0.1,12793.73,7,7,N
2024-01-07,2024,Q1,Jan,Linear TV,National One,Prime Drama,Drama,Daytime,NexaTech,Technology,CMP-2024-3604,60,West,TV,1424253,1247037,0.8756,26.85,33482.94,0.12,29464.99,16,14,Y
2024-01-07,2024,Q1,Jan,Linear TV,National One,Late Laughs,Comedy,Early Fringe,SecureBank,Finance,CMP-2024-5662,30,West,TV,1335218,1439198,1.0779,17.85,25689.68,0.12,22606.92,14,14,N
2024-01-07,2024,Q1,Jan,Streaming,PlayWave,Family Nights,Comedy,Late Night,FreshBite,Food & Beverage,CMP-2024-1215,30,West,Web,126212,122025,0.9668,25.02,3053.07,0.1,2747.76,2,2,N
2024-01-07,2024,Q1,Jan,Streaming,PlayWave,Talent Stage,Reality,Prime,Bright Pictures,Entertainment,CMP-2024-1636,30,National,Connected TV,222331,182746,0.822,40.42,7386.59,0.15,6278.6,4,3,Y
2024-01-07,2024,Q1,Jan,Streaming,PlayWave,Movie Premiere,Movies,Early Fringe,PlayHouse,Entertainment,CMP-2024-2303,30,Midwest,Connected TV,827846,715678,0.8645,32.75,23438.45,0.1,21094.6,18,16,Y
2024-01-07,2024,Q1,Jan,Streaming,PlayWave,City Stories,Drama,Daytime,SoundBox,Entertainment,CMP-2024-9270,15,Midwest,Connected TV,750053,645583,0.8607,20.64,13324.83,0.1,11992.35,8,7,Y
2024-01-07,2024,Q1,Jan,Streaming,PlayWave,Basketball Night,Sports,Prime,CarePlus,Pharma,CMP-2024-9658,30,Midwest,Tablet,968803,1002234,1.0345,62.49,62629.6,0.1,56366.64,14,14,N
2024-01-07,2024,Q1,Jan,Linear TV,Prime Network,Market Desk,News,Prime,PlayHouse,Entertainment,CMP-2024-8397,15,National,TV,1579452,1258654,0.7969,24.43,30748.92,0.1,27674.03,28,22,Y
2024-01-07,2024,Q1,Jan,Streaming,StreamNow,Basketball Night,Sports,Late Night,HealthCore Pharma,Pharma,CMP-2024-1557,30,National,Connected TV,655270,620562,0.947,43.63,27075.12,0.15,23013.85,10,9,N
2024-01-07,2024,Q1,Jan,Streaming,StreamNow,Family Nights,Comedy,Early Fringe,ConnectMobile,Telecom,CMP-2024-6561,30,National,Connected TV,688633,713579,1.0362,24.88,17753.85,0.1,15978.46,12,12,N
2024-01-07,2024,Q1,Jan,Streaming,StreamNow,Weekend Life,Reality,Daytime,Summit Motors,Auto,CMP-2024-8271,30,National,Mobile,821022,775353,0.9444,25.75,19965.34,0.12,17569.5,16,15,N
2024-01-07,2024,Q1,Jan,Streaming,StreamNow,Movie Premiere,Movies,Early Fringe,SecureBank,Finance,CMP-2024-8430,30,West,Connected TV,699958,681863,0.9741,37.79,25767.6,0.15,21902.46,12,12,N
2024-01-07,2024,Q1,Jan,Streaming,ViewPoint,Talent Stage,Reality,Prime,Everyday Retail,Retail,CMP-2024-2033,15,National,Mobile,761567,756218,0.993,33.96,25681.16,0.1,23113.04,8,8,N
2024-01-07,2024,Q1,Jan,Streaming,ViewPoint,Classic Cinema,Movies,Daytime,Everyday Retail,Retail,CMP-2024-2497,15,National,Connected TV,775743,749910,0.9667,21.6,16198.06,0.15,13768.35,10,10,N
2024-01-07,2024,Q1,Jan,Streaming,ViewPoint,Family Movie,Movies,Early Fringe,Bright Pictures,Entertainment,CMP-2024-7714,30,Midwest,Mobile,453980,439495,0.9681,30.32,13325.49,0.15,11326.67,6,6,N
2024-01-07,2024,Q1,Jan,Linear TV,Vista Broadcast,Comedy Hour,Comedy,Daytime,SecureBank,Finance,CMP-2024-5942,30,Northeast,TV,1247422,1309340,1.0496,20.4,26710.54,0.1,24039.49,19,19,N
2024-01-07,2024,Q1,Jan,Linear TV,Vista Broadcast,Evening Report,News,Prime,WaveTel,Telecom,CMP-2024-6740,60,National,TV,955816,924396,0.9671,32.72,30246.24,0.1,27221.62,21,20,N
2024-01-07,2024,Q1,Jan,Linear TV,Vista Broadcast,Action Showcase,Movies,Daytime,HealthCore Pharma,Pharma,CMP-2024-7279,60,South,TV,800345,809768,1.0118,23.59,19102.43,0.1,17192.19,13,13,N
2024-01-07,2024,Q1,Jan,Streaming,Vista+,Sports Central,Sports,Prime,Summit Motors,Auto,CMP-2024-4784,30,National,Connected TV,919657,922636,1.0032,63.96,59011.8,0.12,51930.38,19,19,N
2024-01-07,2024,Q1,Jan,Streaming,Vista+,Sports Central,Sports,Prime,Pure Drinks,Food & Beverage,CMP-2024-5107,30,National,Connected TV,1303334,1356692,1.0409,51.36,69679.7,0.1,62711.73,17,17,N
2024-01-07,2024,Q1,Jan,Streaming,Vista+,Live Football,Sports,Late Night,UrbanMart,Retail,CMP-2024-6893,60,Northeast,Web,956439,886301,0.9267,36.52,32367.71,0.12,28483.58,13,12,N
2024-01-07,2024,Q1,Jan,Streaming,Vista+,World Tonight,News,Late Night,First Capital,Finance,CMP-2024-7170,30,National,Mobile,292332,282281,0.9656,26.99,7618.76,0.12,6704.51,4,4,N
2024-01-07,2024,Q1,Jan,Streaming,Vista+,House Challenge,Reality,Prime,Summit Motors,Auto,CMP-2024-9034,30,National,Mobile,330482,355720,1.0764,49.47,17597.47,0.12,15485.77,4,4,N
2024-01-07,2024,Q1,Jan,Streaming,Vista+,Night Shift,Drama,Early Morning,ShopSquare,Retail,CMP-2024-9416,30,National,Mobile,847467,892529,1.0532,25.81,23036.17,0.12,20271.83,12,12,N
2024-01-08,2024,Q1,Jan,Linear TV,Metro TV,Late Laughs,Comedy,Prime,Golden Foods,Food & Beverage,CMP-2024-6551,15,Midwest,TV,1017826,1063466,1.0448,18.27,19429.52,0.15,16515.09,11,11,N
2024-01-08,2024,Q1,Jan,Linear TV,Metro TV,Comedy Hour,Comedy,Daytime,SoundBox,Entertainment,CMP-2024-9463,15,Northeast,TV,311471,256935,0.8249,13.91,3573.97,0.15,3037.87,6,5,Y
2024-01-08,2024,Q1,Jan,Linear TV,National One,Morning News,News,Daytime,UrbanMart,Retail,CMP-2024-4404,15,South,TV,676184,585604,0.866,17.08,10002.12,0.15,8501.8,8,7,Y
2024-01-08,2024,Q1,Jan,Linear TV,National One,World Tonight,News,Daytime,First Capital,Finance,CMP-2024-6493,15,Northeast,TV,595053,557580,0.937,15.81,8815.34,0.12,7757.5,7,7,N
2024-01-08,2024,Q1,Jan,Linear TV,National One,Live Football,Sports,Late Night,Everyday Retail,Retail,CMP-2024-6918,30,National,TV,1648137,1635862,0.9926,25.22,41256.44,0.1,37130.8,19,19,N
2024-01-08,2024,Q1,Jan,Linear TV,National One,Championship Studio,Sports,Early Morning,UrbanMart,Retail,CMP-2024-9050,15,National,TV,543826,559769,1.0293,20.52,11486.46,0.12,10108.08,7,7,N
2024-01-08,2024,Q1,Jan,Linear TV,National One,Basketball Night,Sports,Early Morning,NexaTech,Technology,CMP-2024-9365,30,National,TV,1970010,2022621,1.0267,21.83,44153.82,0.15,37530.75,31,31,N
2024-01-08,2024,Q1,Jan,Linear TV,National One,Live Football,Sports,Early Fringe,Star Studios,Entertainment,CMP-2024-9733,30,South,TV,1099609,1067010,0.9704,27.52,29364.12,0.1,26427.71,21,20,N
2024-01-08,2024,Q1,Jan,Streaming,PlayWave,Classic Cinema,Movies,Early Fringe,NovaMed,Pharma,CMP-2024-1206,30,West,Connected TV,684396,729330,1.0657,31.83,23214.57,0.1,20893.11,12,12,N
2024-01-08,2024,Q1,Jan,Streaming,PlayWave,Studio Comedy,Comedy,Daytime,ShopSquare,Retail,CMP-2024-4319,15,National,Connected TV,495128,469622,0.9485,17.98,8443.8,0.1,7599.42,5,5,N
2024-01-08,2024,Q1,Jan,Streaming,PlayWave,Prime Drama,Drama,Prime,ShopSquare,Retail,CMP-2024-4609,30,Northeast,Tablet,766817,670260,0.8741,37.54,25161.56,0.12,22142.17,15,13,Y
2024-01-08,2024,Q1,Jan,Streaming,PlayWave,Night Shift,Drama,Prime,PlayHouse,Entertainment,CMP-2024-5914,30,National,Mobile,602095,648502,1.0771,36.25,23508.2,0.1,21157.38,7,7,N
2024-01-08,2024,Q1,Jan,Streaming,PlayWave,Weekend Life,Reality,Early Morning,SoundBox,Entertainment,CMP-2024-7023,30,Midwest,Web,364662,364104,0.9985,23.07,8399.88,0.15,7139.9,5,5,N
2024-01-08,2024,Q1,Jan,Linear TV,Prime Network,Weekend Life,Reality,Prime,WaveTel,Telecom,CMP-2024-9122,30,South,TV,1167301,1152779,0.9876,26.73,30813.78,0.1,27732.4,18,18,N
2024-01-08,2024,Q1,Jan,Streaming,StreamNow,Live Football,Sports,Daytime,Pure Drinks,Food & Beverage,CMP-2024-1217,30,Northeast,Mobile,1065848,793207,0.7442,24.87,19727.06,0.15,16768.0,13,10,Y
2024-01-08,2024,Q1,Jan,Streaming,StreamNow,Night Shift,Drama,Early Fringe,ConnectMobile,Telecom,CMP-2024-1493,15,National,Tablet,695347,713647,1.0263,26.34,18797.46,0.15,15977.84,8,8,N
2024-01-08,2024,Q1,Jan,Streaming,StreamNow,World Tonight,News,Daytime,ConnectMobile,Telecom,CMP-2024-4857,60,Northeast,Mobile,260175,279197,1.0731,30.91,8629.98,0.12,7594.38,3,3,N
2024-01-08,2024,Q1,Jan,Streaming,StreamNow,Night Shift,Drama,Prime,NovaMed,Pharma,CMP-2024-5501,30,South,Connected TV,965968,955085,0.9887,49.01,46808.72,0.15,39787.41,10,10,N
2024-01-08,2024,Q1,Jan,Streaming,StreamNow,Comedy Hour,Comedy,Early Morning,Harvest Brands,Food & Beverage,CMP-2024-7948,30,South,Web,839873,868168,1.0337,19.16,16634.1,0.12,14638.01,13,13,N
2024-01-08,2024,Q1,Jan,Streaming,StreamNow,Comedy Hour,Comedy,Late Night,Pure Drinks,Food & Beverage,CMP-2024-8703,30,South,Connected TV,511731,511643,0.9998,27.29,13962.74,0.1,12566.47,6,6,N
2024-01-08,2024,Q1,Jan,Streaming,ViewPoint,Legacy,Drama,Prime,NexaTech,Technology,CMP-2024-3389,15,National,Tablet,717177,531694,0.7414,37.09,19720.53,0.15,16762.45,10,7,Y
2024-01-08,2024,Q1,Jan,Streaming,ViewPoint,City Stories,Drama,Daytime,SecureBank,Finance,CMP-2024-4705,30,West,Mobile,753384,665515,0.8834,26.08,17356.63,0.15,14753.14,11,10,Y
2024-01-08,2024,Q1,Jan,Streaming,ViewPoint,Action Showcase,Movies,Prime,Harvest Brands,Food & Beverage,CMP-2024-9516,30,National,Connected TV,871223,700906,0.8045,45.19,31673.94,0.12,27873.07,17,14,Y
2024-01-08,2024,Q1,Jan,Linear TV,Vista Broadcast,Comedy Hour,Comedy,Prime,Union Financial,Finance,CMP-2024-2449,15,National,TV,975409,933947,0.9575,21.85,20406.74,0.12,17957.93,20,19,N
2024-01-08,2024,Q1,Jan,Linear TV,Vista Broadcast,Live Football,Sports,Prime,ShopSquare,Retail,CMP-2024-2719,15,National,TV,834407,843017,1.0103,27.42,23115.53,0.15,19648.2,10,10,N
2024-01-08,2024,Q1,Jan,Linear TV,Vista Broadcast,Sports Central,Sports,Daytime,Golden Foods,Food & Beverage,CMP-2024-6070,30,South,TV,1717713,1594783,0.9284,23.93,38163.16,0.1,34346.84,26,24,N
2024-01-08,2024,Q1,Jan,Linear TV,Vista Broadcast,World Tonight,News,Prime,Star Studios,Entertainment,CMP-2024-9304,30,National,TV,579965,539889,0.9309,29.81,16094.09,0.12,14162.8,8,7,N
2024-01-08,2024,Q1,Jan,Linear TV,Vista Broadcast,Evening Report,News,Prime,WaveTel,Telecom,CMP-2024-9373,15,Midwest,TV,361874,356426,0.9849,23.56,8397.4,0.1,7557.66,4,4,N
2024-01-08,2024,Q1,Jan,Linear TV,Vista Broadcast,Championship Studio,Sports,Prime,SoundBox,Entertainment,CMP-2024-9433,30,South,TV,1490987,1479446,0.9923,43.26,64000.83,0.1,57600.75,17,17,N
2024-01-08,2024,Q1,Jan,Streaming,Vista+,Sports Central,Sports,Late Night,Union Financial,Finance,CMP-2024-3996,60,National,Web,1351920,1309788,0.9688,38.7,50688.8,0.15,43085.48,25,24,N
2024-01-08,2024,Q1,Jan,Streaming,Vista+,Evening Report,News,Prime,SecureBank,Finance,CMP-2024-6872,30,National,Connected TV,374954,403422,1.0759,51.66,20840.78,0.1,18756.7,5,5,N
